runoff,PPTAVG_BASIN,DRAIN_SQKM.log,BAS_COMPACTNESS,T_AVG_BASIN,PET,ARTIFPATH_PCT,BFI_AVE,PERDUN,PERHOR,TOPWET,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,AWCAVE.log,PERMAVE.log,BDAVE,OMAVE.log,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,KFACT_UP,RFACT,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN.log,SLOPE_PCT.log,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS
553.3,102.7,4.579852378,1.38,7.36,575.6,0.93,38.2,1.3,3.4,11.71,5.07,73.7,19.24,-2.207274913,0.09531018,1.45,-0.261364764,3.21,50.84,69.03,43.57,60.16,0.25,89.03,538.2,721,320,540,79.4,319,0.544,-0.599656837,2.862200881,203.1,-0.92,-0.392
636.5,102.27,6.115229654,1.97,7.55,583,0.89,37.3,1.2,3.4,11.27,2.05,81.81,11.98,-2.207274913,0.113328685,1.4,-0.040821995,3.61,46.96,67.25,44.06,58.37,0.24,90.44,525.8,727,212,543,106.4,212,0.609,-0.441610555,2.803360381,167.7,-0.977,0.214
635.9,113.41,7.029530336,1.34,7.42,580.8,2.82,37.2,1.3,3.6,11.26,2.58,81.6,10.63,-2.207274913,0.343589704,1.45,-0.235722334,3.27,50.22,68.65,42.83,59.98,0.24,103.78,509.3,747,180,522,103.7,180,0.581,-0.505838082,2.564949357,191.7,-0.979,-0.203
637.2,122.85,4.104294893,1.68,6.82,561.5,2.52,38.3,1.3,4,11.36,2.5,75.46,8.57,-2.207274913,-0.010050336,1.46,-0.15082289,3.03,51.4,68.83,43.25,60.45,0.25,129.74,562.6,740,314,563,90.9,335,0.583,-0.536143432,2.753660712,274.1,0.071,-0.997
638.8,105.5,5.538907831,2.29,6.93,558.3,0.22,38.2,1.9,4.2,11.11,1.57,73.07,19.3,-2.207274913,0.722705983,1.46,-0.287682072,3.94,52.54,70.72,44.83,63.05,0.26,88.24,619.4,768,448,628,71.9,450,0.536,-0.574475651,2.766319109,255.8,-0.245,-0.969
641,120.46,4.606169686,2.03,6.66,547.8,0.23,42.1,3.7,2,12.05,3.71,81.53,2.51,-2.207274913,1.413423029,1.39,-0.673344553,3.8,52.47,79.04,48.43,69.45,0.24,106.09,624.6,701,472,636,37.7,474,0.667,-0.334075112,2.028148247,215.5,-0.814,-0.58
641.8,115.41,6.665556321,1.81,7.93,595.1,0.74,40.3,2.7,4.6,12.22,4.07,59.56,24.5,-2.120263536,0.845868268,1.47,0.148420005,2.31,57.22,74.83,51.39,68.74,0.31,118.07,486,601,360,487,44.3,364,0.523,-0.64055473,2.00148,209.2,-0.873,-0.487
660.9,115.15,6.39876131,1.81,7.23,570.7,0.49,44.9,2.8,1.8,11.64,2.38,85.71,2.26,-2.207274913,1.574846468,1.38,-0.634878272,3.96,51.38,77.55,46.7,68.22,0.24,110.71,536.5,653,377,549,52.9,377,0.578,-0.47320876,2.415913778,209.9,-0.867,-0.498
667.7,119.27,5.479388141,1.25,8.17,608.1,0.3,38.2,2.4,3.4,11.81,5.16,44.79,39.52,-2.040220829,0.717839793,1.37,0.570979547,1.89,56.96,69.61,49.37,64.59,0.3,121,485.7,569,398,485,34.1,401,0.513,-0.675307262,1.589235205,269.3,-0.012,-1
664.8,118.69,6.286184297,1.42,8.25,611.3,1.75,36.7,2.5,2.7,12.12,5.11,46.99,36.1,-2.040220829,0.91228271,1.36,1.033184483,1.92,58.11,68.67,47.17,63.46,0.3,119.61,460.9,569,376,457,39.2,376,0.44,-0.867500568,1.481604541,271.9,0.034,-0.999
669,114.25,4.365643155,1.94,7.98,594,1.13,38.7,3.2,4,11.66,4.52,63.71,29.96,-2.040220829,0.506817602,1.51,-0.579818495,1.67,60,80.75,56.61,74.47,0.36,117.25,442.8,507,368,446,32.6,373,0.538,-0.578034373,1.30833282,252.9,-0.294,-0.956
668.8,113.52,6.046426105,1.73,7.86,593.1,1.29,40.8,2.3,5.4,12.19,5.82,68.16,22.9,-2.120263536,0.357674444,1.55,-0.867500568,2.6,57.72,81.34,56.13,73.71,0.33,116.98,436.8,526,310,443,37.8,310,0.587,-0.484508315,1.740466175,202.6,-0.923,-0.385
676.1,121.2,3.010620886,1.95,6.79,548.8,0,42,4,1,10.98,1.05,80.8,0.64,-2.207274913,1.40854497,1.39,-0.673344553,3.8,52.49,79,48.4,69.37,0.24,109.27,629.5,682,516,634,32.7,516,0.684,-0.341082849,1.945910149,162.4,-0.953,0.302
675.6,118.89,5.08202529,2.56,6.62,545.3,0.47,42.9,3.5,1.4,11.44,3.56,77.56,8.56,-2.207274913,1.348073148,1.4,-0.673344553,3.76,52.68,78.47,48.12,68.37,0.24,109.87,595.8,703,458,605,46.6,459,0.563,-0.510825624,2.379546134,191.4,-0.98,-0.197
400.9,98.95,3.908014984,1.83,9.49,652.1,0.48,32.4,2,5.5,12.41,6.57,31.78,57.79,-2.040220829,0.438254931,1.53,0.647103242,2.54,58.7,89.62,63.11,82.45,0.38,113.75,357.5,412,318,357,18.8,320,0.42,-0.879476759,0.875468737,286.9,0.29,-0.957
401,99.52,4.065602093,1.99,9.56,656.1,0.33,35.1,2.2,3.2,12.94,6.22,44.63,40.18,-1.714798428,0.262364264,1.37,0.989541194,1.45,57.99,93.58,80.07,90.88,0.41,112.86,310.8,362,280,310,15.6,280,0.376,-1.005121946,0.09531018,58.1,0.529,0.849
403.2,102.94,4.016383021,1.96,9.25,649.4,2.83,40.5,3,3.8,12.57,11.79,42.57,37.9,-2.120263536,0.104360015,1.57,-0.891598119,2.4,59.36,88.93,61.83,81,0.36,113.82,352.6,399,310,352,15.7,310,0.479,-0.750776293,0.530628251,201,-0.933,-0.359
483.8,103.89,5.524655809,1.35,8.69,625.9,1.83,34.3,4.3,6.2,12.77,4.89,32.14,52.27,-1.966112856,0.457424847,1.51,0.662687973,1.99,58.39,88.35,64.18,81.44,0.37,115.19,314.1,361,277,313,19.7,280,0.441,-0.84629836,0.09531018,63.1,0.453,0.891
530.6,107.19,5.734634938,1.21,8.68,626.2,0.82,27,3.7,9.3,12.54,5.74,43.98,39.18,-1.897119985,-0.235722334,1.58,-0.579818495,0.83,59.89,93.14,76.69,88.12,0.39,111.8,288.5,366,184,287,28.3,188,0.574,-0.569161201,0.09531018,313,0.681,-0.732
597.1,109.97,6.120956542,1.01,8.5,617.6,0.06,31.3,3.8,7.7,12.24,7.08,49.91,34,-1.966112856,0.39877612,1.53,-0.061875404,1.21,59.88,87.24,67.94,82.04,0.38,113.03,306.7,417,186,308,42.3,186,0.523,-0.638658995,0.741937345,332.4,0.887,-0.463
597,107.64,1.902107526,1.8,9.17,641.5,0,29.4,4,7.8,11.18,11.38,58.58,26.69,-1.897119985,0.048790164,1.59,-0.579818495,0.81,60,93.44,77.19,88.52,0.39,106.29,250.2,271,221,252,11.5,221,0.584,-0.478035801,0.587786665,335.3,0.908,-0.419
597,109.79,2.459588842,1.77,9.3,649,0,32,3.6,4.9,11.16,14.42,43.77,36.64,-1.897119985,-0.287682072,1.59,-0.562118918,0.69,60,94.09,78.61,89.26,0.39,109.3,273.2,301,229,274,12.1,233,0.614,-0.470003629,0.587786665,270.2,0.003,-1
305.2,105.96,5.280662431,1.43,6.9,570.3,2.99,36.7,1.5,2,11.49,4.41,44.28,41.88,-2.040220829,0.693147181,1.35,0.647103242,3.05,51.77,71.21,51.32,65.9,0.29,88.81,468.3,638,291,474,74.6,294,0.511,-0.64055473,1.722766598,313.4,0.688,-0.726
300.1,101.21,4.136765278,1.88,7.32,585.6,0.43,41.7,1.3,4.3,10.96,2.56,45.48,40.68,-1.966112856,0.19062036,1.39,0.672944473,2.93,50.59,70.54,51.35,65.21,0.3,84.48,437.7,556,328,445,56.4,336,0.481,-0.667479434,1.85629799,26.4,0.896,0.444
438.2,99.81,6.621272487,1.6,6.89,558.7,0.84,36.2,2,4.7,11.15,3.52,54.18,36.62,-2.207274913,0.385262401,1.4,0.431782416,3.47,52.79,63.68,41,57.57,0.25,83.19,629.8,780,448,643,64.2,449,0.547,-0.532730459,2.388762789,242.7,-0.458,-0.889
437.2,92.28,5.445874931,2.1,7.19,573.4,1.93,37.7,1.5,2.1,10.94,2.35,63.84,25.01,-2.040220829,0.751416089,1.33,0.732367894,3.07,49.13,68.17,48.23,62.14,0.27,76.5,497.9,653,222,512,85,222,0.64,-0.396009949,2.32238772,59.9,0.502,0.865
393.7,98.42,4.713127327,0.95,8.63,637.3,1.09,60.1,2,2.5,12.46,4,25.97,40.93,-2.040220829,1.08180517,1.42,1.423108334,3.23,58.97,68.58,42.17,63.68,0.28,79.07,129.4,180,83,130,14.9,85,0.478,-0.723606388,1.252762968,317.5,0.738,-0.675
414.2,98.79,4.520701029,2.09,7.43,586.8,1.54,47.4,1.8,3.3,11.19,4.31,52.03,26.15,-2.040220829,0.746687947,1.33,0.732367894,2.94,50.68,71.89,52.14,66.56,0.3,82.11,370.1,592,135,373,99.1,135,0.514,-0.652005237,2.433613355,18.1,0.951,0.31
414.4,101.94,4.225372825,1.87,7.11,581.3,0.3,46,2,5.2,10.86,2.76,58.81,25.4,-2.040220829,0.641853886,1.33,0.779324877,3,47.7,67.51,47.8,61.15,0.26,83.64,451,609,277,457,69.3,280,0.524,-0.612489278,2.261763098,219.1,-0.776,-0.63
414.4,100.87,4.590056548,1.48,7.18,582.7,0.47,46,2,4.6,11.24,2.86,59.67,23.78,-2.040220829,0.841567186,1.34,0.732367894,3.12,48.45,66.91,46.81,60.71,0.26,83.07,426.5,609,232,436,81.2,242,0.516,-0.614336,2.282382386,219.3,-0.774,-0.634
414,97.94,5.442850517,1.84,7.97,610.6,0.69,58.1,2.3,5.6,11.48,3.68,14.26,72.08,-2.040220829,0.418710335,1.48,0.576613364,3.33,58.39,70.98,49.36,66.36,0.31,78.3,325.2,439,124,330,53,131,0.639,-0.424647928,1.335001067,234,-0.587,-0.809
453.8,103.75,4.611152258,2.02,7.19,585.6,0.81,57,1.9,3.8,10.83,5.49,40.99,36.05,-2.040220829,0.58221562,1.47,0.494696242,3.4,57.82,69.91,47.81,65.28,0.31,87.72,373.4,584,148,390,109.3,151,0.517,-0.588787165,2.406945108,330.9,0.874,-0.486
649.9,104.23,4.442651256,1.5,7.07,581.4,1.08,54.9,1.5,2.8,11.22,5.37,39.67,36.5,-2.040220829,0.751416089,1.46,0.512823626,3.52,54.14,69.99,47.19,65.23,0.3,89.34,397.6,611,217,400,74,220,0.458,-0.767870727,2.186051277,284.9,0.258,-0.966
870.3,130.2,6.856146145,0.87,3.99,492.8,21.84,54.9,3.4,1.4,11.79,0.68,69.39,0.06,-1.897119985,1.368639426,1.29,1.289232648,3.87,45.66,81.2,39.74,74.26,0.24,106.97,626.2,1148,449,608,92.9,452,0.254,-1.482805262,2.32238772,292.6,0.384,-0.923
873,124.2,5.448460025,0.96,4.87,526.8,8.23,51.4,3.7,1.3,12.12,0.01,63.59,0.02,-2.207274913,1.941615225,1.35,1.088561953,4.27,50.17,78.81,32.01,72.48,0.23,97.68,497.3,712,299,499,84.7,299,0.48,-0.725670372,1.62924054,240.5,-0.493,-0.87
724.7,110.47,6.761109699,0.74,5.33,546.7,6.7,57.9,3,1.4,12.19,0.37,84.23,1.2,-1.966112856,1.766441661,1.3,2.111424588,3.3,51.86,80.77,36.49,75.02,0.27,86.86,387.7,778,106,410,98.1,107,0.419,-0.794073099,1.648658626,284.5,0.251,-0.968
724.7,106.15,7.351543261,0.55,5.76,563.2,7.64,57,2.9,2.2,12.53,1.68,72.09,10.03,-1.966112856,1.497388409,1.34,1.774952351,3.16,51.37,81.58,42.76,76.65,0.29,84.96,290.1,778,68,271,137.5,76,0.313,-1.251763468,1.435084525,293,0.39,-0.921
646.4,110.73,6.095599312,1.04,5.19,537.8,6.17,60.2,2.5,1.1,12.21,0.44,77.19,0,-1.966112856,1.663926098,1.31,1.998773639,3.59,50.18,80.19,36.03,74.25,0.26,85,474.7,834,292,475,55,299,0.337,-1.084709383,1.824549292,276.9,0.119,-0.993
579.5,89.48,5.135210029,1.22,6.75,597.1,3.51,52.6,2,1.6,11.31,3.18,77.45,7.06,-2.302585093,2.086913557,1.37,0.438254931,4.95,52.94,77.82,30.06,71.89,0.2,66.83,286.9,713,67,292,130.6,67,0.34,-1.055552799,1.887069649,73.5,0.284,0.959
583,84.34,5.175584601,2.29,6.86,599.1,0,50.4,1.8,1.7,11.35,4.52,71.91,15.01,-2.207274913,1.89761986,1.38,0.678033543,4.77,53.39,78.93,34.32,73.15,0.21,63.86,225.9,643,75,206,104.8,75,0.266,-1.465337568,1.871802177,67.2,0.388,0.922
560.4,110.58,4.903050083,1.02,6.17,566.7,10.93,50,2.4,4.4,10.7,1.72,82.57,1.67,-2.120263536,1.068153081,1.42,0.488580015,4.12,55.59,77.58,41.19,72.02,0.23,76.86,373.3,704,70,364,96.4,74,0.478,-0.767870727,2.32238772,5.4,0.996,0.094
559.7,115.33,4.055257174,1.55,6.55,576.3,8.45,49.2,2.3,2,10.39,0.32,91.76,0,-1.966112856,1.16315081,1.33,1.10856262,3.89,46.34,81.83,39.39,74.38,0.19,85.02,363.9,701,131,379,99.3,151,0.409,-0.832409248,2.884800713,156.3,-0.916,0.402
559,130.16,5.197391448,1.92,6.82,569.4,0,46.9,3,2.1,10.53,2.67,77.64,17.33,-2.040220829,1.255616037,1.36,0.425267735,4.78,46.77,70.92,42.82,64.78,0.27,109.14,453,1143,170,412,184.2,170,0.291,-1.390302383,3.005682604,236.3,-0.556,-0.831
600.7,119.52,5.707110265,1.51,5.54,551.5,1.37,46.3,2.6,3.1,10.75,3.15,77.28,16.56,-1.897119985,0.75612198,1.36,0.559615788,3.58,46.68,85.07,51.01,79.28,0.31,86.02,422.4,1233,74,429,233.4,88,0.301,-1.184170177,2.660259537,258.5,-0.2,-0.98
600,95.52,5.016617366,1.77,7.05,609.7,0.64,45.7,2.8,4.9,11.86,3.94,36.52,52.95,-1.897119985,0.262364264,1.39,1.337629189,3,51.05,90.52,71.96,87.36,0.39,70.76,130.9,434,40,120,52.6,54,0.231,-1.5945493,1.916922612,219.4,-0.773,-0.634
601.7,104.83,5.292802186,1.31,6.2,578.5,2.95,45.9,2.1,3.1,11.47,2.95,63.67,25.59,-1.966112856,1.022450928,1.38,0.810930216,3.61,48.01,86.24,53.5,80.49,0.29,75.76,247.4,762,39,187,145.2,52,0.288,-1.5847453,2.549445171,261.7,-0.144,-0.99
629,163.96,2.292534757,3.81,4.21,510.2,0,48.1,1,2,8.51,0.98,95.61,0,-1.714798428,0.97455964,1.22,-0.105360516,4.57,40.05,82.62,46.01,76.98,0.36,109.31,682.2,1218,385,669,167.7,385,0.357,-1.075872802,3.314186005,79.9,0.176,0.984
622.3,115.37,5.71108905,1.72,4.98,541.3,2.92,45.4,2.4,2,11.82,4.29,68.77,20.07,-2.040220829,1.355835154,1.38,0.727548607,3.35,52.14,84.07,43.12,78.01,0.26,82.17,383,801,216,370,95.5,218,0.285,-1.335601247,2.282382386,285.1,0.26,-0.966
